reduced_formula,spacegroup_number
NdAlGa,187
NdAlPd2,62
NdAsPd,186
NdAsPd,194
NdB2Ru3,191
NdBPd3,221
NdBeCu4,187
NdBi,225
NdBiAu2,225
NdBiPd,216
NdCdAu2,225
NdCdGa,189
NdCdHg2,225
NdCdIn,164
NdCdPd2,225
NdCu,62
NdCu2,191
NdCu4Ag,216
NdCu5,191
NdCuAg,12
NdCuGe,187
NdCuPb,216
NdCuSb2,129
NdCuSi,187
NdCuSi,194
NdCuSn,186
NdCuSn,194
NdDyMg2,225
NdDyTl2,225
NdErMg2,225
NdErTl2,225
NdErZn2,225
NdGa,63
NdGa2,191
NdGa3Ag,107
NdGaCo,62
NdGaPd2,62
NdGeRu,129
NdHf,187
NdHfPt,216
NdHfSc,216
NdHgPb,216
NdHoIn2,225
NdHoTl2,225
NdIn,221
NdIn2Ir,63
NdIn2Rh,63
NdIn3,221
NdIn5Rh,123
NdInAg2,225
NdInCu2,225
NdInPd,189
NdInPd2,225
NdInRh,189
NdInRh2,225
NdLuIn2,225
NdLuTl2,225
NdMg2Ag,225
NdMgAg2,225
NdMgAu2,225
NdMgCd2,225
NdMgGa,189
NdMgHg2,225
NdMgPd,189
NdMgSn,139
NdMgTl2,225
NdMgZn2,225
NdMnIn,187
NdNbPt,216
NdNiBi,216
NdOF,216
NdPPd,194
NdPd,63
NdPd3,221
NdPt3,221
NdRu2,227
NdRuPt,216
NdSb2Pd,129
NdSbPd,194
NdSc,221
NdSc3,194
NdScGe,139
NdScIn,216
NdScNb,216
NdScRu,216
NdScSb,139
NdScTa,216
NdScZn,216
NdSi2Ru,11
NdSi3Ru,107
NdSmHg2,225
NdSmIr2,225
NdSmMg2,225
NdSmTm2,225
NdSmZn2,225
NdSnPd,189
NdTaPt,216
NdThMg2,225
NdTlAg2,225
NdTlAu2,225
NdTlPd,189
NdTmMg2,225
NdTmTl2,225
NdV,221
NdYIr2,225
NdYRh,216
NdZn,221
NdZn2,74
NdZn2Cd,225
NdZn5,191
NdZnAu2,225
NdZnIn,194
NdZnPt,216
NdZnSn,194
Ni(BMo)2,71
Ni(BW)2,71
Ni(BW)3,63
Ni(NO3)2,205
Ni(RhS2)2,227
Ni(SbO3)2,136
Ni2Ge,62
Ni2Ge,194
Ni2GeO4,227
Ni2HgAs,216
Ni2Mo,71
Ni2Mo3N,213
Ni2Mo4C,227
Ni2Mo4N,227
Ni2MoP2,139
Ni2RuW,123
Ni2SnPd,123
Ni2W3N,213
Ni2W4C,227
Ni3B,62
Ni3GeC,221
Ni3Mo,59
Ni3Mo2P,194
Ni3S4,227
Ni3Sb,59
Ni3Sn,221
Ni3W,139
Ni4Mo,87
Ni4MoPd,216
Ni4W,87
NiAg3,139
NiAg3,221
NiAs,194
NiAs2,58
NiAs2,205
NiAsPd2,99
NiAsS,198
NiAsSe,198
NiB12,225
NiBIr,216
NiBRh,216
NiBi3,62
NiBiB,216
NiBiSe,198
NiC,225
NiF2,58
NiF2,136
NiGeAs,216
NiGePd,129
NiH,225
NiHg,123
NiMoP,189
NiMoP2,194
NiO,225
NiP,61
NiP2,205
NiP3,204
NiPPd,189
NiPRh,189
NiPRh,216
NiPRu,216
NiPS,198
NiPW,189
NiPd3,194
NiPt,123
NiRuPt,216
NiS,194
NiS2,58
NiSb2,58
NiSbAu,216
NiSbS,198
NiSbSe,198
NiSnPd2,123
NiSnRh2,225
NiTePd,62
Np(CuGe)2,139
Np(GePd)2,139
Np(SiPd)2,139
Np2InNi2,127
Np2InPt2,127
Np2InRh2,127
Np3In,221
NpCdAu2,225
NpCdPt2,225
NpGa,187
NpGa2,191
NpGa3,221
NpGa5Co,123
NpGa5Ni,123
NpGa5Rh,123
NpGaRh2,225
NpIn3,221
NpInPt,216
NpInRh2,225
NpNbPt,216
NpPd3,221
NpRu2,227
NpRuPt,216
NpSbRh,216
NpScIn,216
NpScNb,216
NpScRu,216
NpScRu2,225
NpScTa,216
NpScZn,216
NpTaPt,216
NpZnPt,216
Os2RhW,123
Os3W,139
OsPbW,216
OsRu3,194
OsRu5,189
OsRuPt,216
OsW2,136
P2Pd,15
P2Pt,205
P2Pt5,15
P2Ru,58
P2W,12
P2W,36
P3Pd,204
P3Ru,2
P4Ru,2
P4Ru,14
PIrRh,216
PPbW,216
PPd2,5
PPd3,62
PPdRh,216
PPdRu,216
PRu,62
PRu2,62
PRu3,44
PRuPt,216
PW,62
PW3,82
Pa(GaPd)2,139
Pa(GaRh)2,139
Pa(SiW)2,139
Pa3Mo,194
Pa3Re,225
Pa3Sb4,220
Pa3Ta,194
Pa3W,139
Pa3Zn,221
PaAlCu2,225
PaAlRu2,225
PaAlTc2,225
PaCdAu2,225
PaCdPt2,225
PaFeSb,216
PaGa,123
PaGa3,221
PaGaFe,216
PaGaPt2,225
PaGaTc2,225
PaIn3,221
PaInPt,216
PaInPt2,225
PaInRu2,225
PaMn2Al,225
PaMn2Zn,225
PaNbPt,216
PaNi2Ge,225
PaNi2Sb,225
PaNiBi,216
PaPbAu2,225
PaPd3,194
PaRuPt,216
PaSb2,129
PaSnPd2,225
PaSnRh,216
PaTaPt,216
PaTiTc2,225
PaZn,123
PaZnAu2,225
PaZnNi2,225
PaZnPt,216
PaZnPt2,225
PaZnRu2,225
PbBrCl,216
Pd16S7,217
Pd2Cl2O,141
Pd2O,224
Pd3Au,221
Pd3Pb,221
Pd3PbC,221
Pd3S,63
Pd4S,114
Pd4Se,114
PdAu,166
PdAu3,139
PdAu3,221
PdC,225
PdF2,136
PdF2,205
PdN,225
PdO,131
PdPb2,140
PdPbF4,140
PdPt2Rh,123
PdPt3Rh2,123
PdPtAu,156
PdRuPt,216
PdSe2,61
Pm2AgGe,225
Pm2AgIr,225
Pm2AgPt,225
Pm2AgRh,225
Pm2AgRu,225
Pm2AgSn,225
Pm2AlAu,225
Pm2AlCd,225
Pm2AlPd,225
Pm2AlZn,225
Pm2CdGa,225
Pm2CdSi,225
Pm2CdSn,225
Pm2CoAg,225
Pm2CoIr,225
Pm2CoRh,225
Pm2CuGe,225
Pm2CuOs,225
Pm2CuPt,225
Pm2CuRu,225
Pm2ErTm,225
Pm2GaAg,225
Pm2GaRu,225
Pm2GePd,225
Pm2HgRu,225
Pm2HoLu,225
Pm2InAg,225
Pm2InAu,225
Pm2InHg,225
Pm2InSi,225
Pm2IrAu,225
Pm2IrOs,225
Pm2IrPd,225
Pm2IrPt,225
Pm2IrRu,225
Pm2MgAl,225
Pm2MgGa,225
Pm2MgIr,225
Pm2MgRu,225
Pm2MgSi,225
Pm2MgTl,225
Pm2PdPb,225
Pm2PdPt,225
Pm2PdRh,225
Pm2PdRu,225
Pm2PtAu,225
Pm2PtPb,225
Pm2PtRh,225
Pm2RuAu,225
Pm2SiAg,225
Pm2SiHg,225
Pm2SiNi,225
Pm2SiPd,225
Pm2SiPt,225
Pm2SnAu,225
Pm2SnGe,225
Pm2SnHg,225
Pm2SnPd,225
Pm2TlAg,225
Pm2TlCd,225
Pm2TlGa,225
Pm2TlSn,225
Pm2ZnAg,225
Pm2ZnAu,225
Pm2ZnCo,225
Pm2ZnGa,225
Pm2ZnHg,225
Pm2ZnIn,225
Pm2ZnIr,225
Pm2ZnOs,225
Pm2ZnPb,225
Pm2ZnPt,225
Pm2ZnRh,225
Pm2ZnRu,225
Pm2ZnSi,225
Pm3Ga,221
Pm3Sc,139
Pm3Sc,194
PmAg2Pb,225
PmAg2Sn,225
PmAgAu2,225
PmAgHg2,225
PmAgPb,216
PmAlAg2,225
PmAlAu2,225
PmAlCu2,225
PmBiAu2,225
PmBiPd2,225
PmBiRh2,225
PmCdAg2,225
PmCdAu2,225
PmCdHg2,225
PmCdPd2,225
PmCdPt2,225
PmCdRh2,225
PmCu,221
PmCu3,194
PmDyCu2,225
PmDyMg2,225
PmDyRu2,225
PmErAl2,225
PmGa,221
PmGaAg2,225
PmGaAu2,225
PmGaCu2,225
PmGaNi,216
PmGdIn2,225
PmGeAu2,225
PmGePd,216
PmHf,187
PmHfPt,216
PmHfSc,216
PmHgAu2,225
PmHoMg2,225
PmHoRu2,225
PmHoTl2,225
PmInAg2,225
PmInAu2,225
PmInNi2,225
PmInPd,216
PmInPd2,225
PmInPt,216
PmInRh,216
PmInRh2,225
PmMgAg2,225
PmMgAu2,225
PmMgCd2,225
PmMgGa,216
PmMgGe,216
PmMgHg2,225
PmMgIn,216
PmMgRh2,225
PmMgZn2,225
PmNbPt,216
PmNdEr2,225
PmNdGe,216
PmNdZn2,225
PmNi2Sn,225
PmNiSb,216
PmPbAu,216
PmPbAu2,225
PmPd3,221
PmPdPb,216
PmRh2Pb,225
PmRuPt,216
PmSbAu2,225
PmSbPd,216
PmSbPd2,225
PmSbPt,216
PmSbRh2,225
PmScIn,216
PmScNb,216
PmScRu,216
PmScTa,216
PmScZn,216
PmSmGe,216
PmSmHg2,225
PmSmMg2,225
PmSmTl2,225
PmSnAu,216
PmSnAu2,225
PmSnPd2,225
PmSnPt2,225
PmSnRh2,225
PmTaPt,216
PmTlAg2,225
PmTlAu2,225
PmTlPd,216
PmTlRh2,225
PmTmAl2,225
PmTmTl2,225
PmV,221
PmYAl2,225
PmYMg2,225
PmYZn2,225
PmZn2Au,225
PmZn2Cd,225
PmZn3,194
PmZnAu2,225
PmZnHg2,225
PmZnPt,216
Pr(AgGe)2,139
Pr(Al10V)2,227
Pr(Al2Cu)4,139
Pr(Al5Ru)2,63
Pr(AlZn)2,139
Pr(BRu)2,70
Pr(CuGe)2,139
Pr(CuSi)2,139
Pr(CuSn)2,129
Pr(GaAu)2,139
Pr(Ge3Pt)4,204
Pr(GeRu)2,139
Pr(InAg)2,139
Pr(InIr)2,139
Pr(InPd)2,139
Pr(P3Ru)4,204
Pr(PdAu)2,139
Pr(Re2Si)2,65
Pr(SiAg)2,139
Pr(SiPd)2,139
Pr(SiRu)2,139
Pr(ZnGa)2,139
Pr(ZnGe)2,139
Pr(ZnP)3,194
Pr2(Ga3Ru)3,63
Pr2(Zn2Ge)3,189
Pr2AgHg,225
Pr2AgIr,225
Pr2AgOs,225
Pr2AgRu,225
Pr2AgSn,225
Pr2AlAg,225
Pr2AlCd,225
Pr2AlZn,123
Pr2CdAg,225
Pr2CdPb,225
Pr2CdPd2,127
Pr2CdSn,225
Pr2CoCu,225
Pr2CoIr,225
Pr2CuAg,123
Pr2CuHg,225
Pr2CuIr,225
Pr2CuOs,225
Pr2DyEr,225
Pr2DyMg,225
Pr2Ga,62
Pr2GaAg,225
Pr2GaCu,225
Pr2GaHg,225
Pr2Ge2Ru,12
Pr2Ge5Ru3,72
Pr2HgIr,225
Pr2HgPd,225
Pr2HoTm,225
Pr2In,194
Pr2InAg,123
Pr2InAg,225
Pr2InCu2,127
Pr2InNi2,127
Pr2InSn,225
Pr2IrAu,225
Pr2IrPd,225
Pr2IrRu,225
Pr2MgHg,225
Pr2MgSn,225
Pr2MgTl,225
Pr2MgZn,225
Pr2NiAg,225
Pr2NiIr,225
Pr2NiPd,225
Pr2SiAg,225
Pr2SnHg,225
Pr2SnPb,225
Pr2TlAg,225
Pr2TlCd,225
Pr2TlCu,225
Pr2TlIn,225
Pr2YHo,225
Pr2ZnAg,225
Pr2ZnCd,225
Pr2ZnGa,225
Pr2ZnHg,225
Pr2ZnIn,225
Pr2ZnIr,225
Pr2ZnOs,225
Pr2ZnPb,225
Pr2ZnPt,225
Pr2ZnRh,225
Pr2ZnRu,225
Pr2ZnSn,225
Pr3(Al3Ru)4,194
Pr3(GeRu)2,57
Pr3Ag,139
Pr3Cu,139
Pr3Ga,221
Pr3Ge13Ru4,223
Pr3Hf,139
Pr3Hf,221
Pr3In,221
Pr3Zn,139
Pr5Al2Ru3,199
PrAg,221
PrAg2,74
PrAgAs2,62
PrAgAu2,225
PrAgHg2,225
PrAgPb,186
PrAgSn,186
PrAl3,221
PrAl3Cu,107
PrAlZn,12
PrAsPd,194
PrB2Ru3,191
PrBPd3,221
PrBiAu2,225
PrBiPd,216
PrBiPd2,225
PrCdAg2,225
PrCdAu2,225
PrCdHg2,225
PrCdIn,164
PrCu2,191
PrCu5,191
PrCuGe,187
PrCuPb,194
PrCuSb2,129
PrCuSi,187
PrCuSi,194
PrCuSn,194
PrDyMg2,225
PrDyTl2,225
PrDyZn2,225
PrErIn2,225
PrErMg2,225
PrErZn2,225
PrGa,63
PrGa2,191
PrGa3,194
PrGa3Pd,119
PrGa5Ni,123
PrGa5Ru,123
PrGaAu2,225
PrGaCo2,51
PrGaO3,221
PrGeRu,129
PrHfPt,216
PrHfSc,216
PrHgPb,216
PrHoMg2,225
PrIn,221
PrIn3,221
PrIn5Rh,123
PrInAu,189
PrInCu,189
PrInCu2,225
PrInNi2,51
PrInPd,189
PrInPt,189
PrInPt,216
PrInRh,189
PrLuMg2,225
PrMg2Ag,225
PrMg2Cd,225
PrMg2Sc,225
PrMgAg2,225
PrMgAu2,225
PrMgCd2,225
PrMgGa,189
PrMgHg2,225
PrMgPd,189
PrMgTl2,225
PrMnIn,187
PrMo3,194
PrNbPt,216
PrNdEr2,225
PrNdHg2,225
PrNdMg2,225
PrNdTl2,225
PrNdZn2,225
PrNiBi,216
PrOF,216
PrPPd,194
PrPbAu2,225
PrPd,63
PrPd3,221
PrRu2,227
PrRuPt,216
PrSb2Pd,129
PrSbPd,186
PrSbPd,194
PrSc,221
PrScGe,139
PrScIn,216
PrScNb,216
PrScRu,216
PrScSi,139
PrScTa,216
PrScZn,216
PrSi2Ru,11
PrSiAg,187
PrSiRu,129
PrSmIn2,225
PrSmMg2,225
PrSmTl2,225
PrSmTm2,225
PrSmZn2,225
PrSnAu2,225
PrSnPd,189
PrSnRu,62
PrTaPt,216
PrTlAg2,225
PrTlPd,189
PrTmMg2,225
PrTmTl2,225
PrV,221
PrVO4,141
PrW3,225
PrYMg2,225
PrYTl2,225
PrYZn2,225
PrZn,221
PrZn2Hg,225
PrZn5,191
PrZnGa,194
PrZnIn,194
PrZnNi,189
PrZnPt,216
PrZnSn,194
Pt2W,71
Pt3O4,223
Pt3Pb,221
Pt5Se4,14
PtC,187
PtC,216
PtC,225
PtN,225
PtN2,58
PtN2,205
PtO,131
PtO2,58
PtO2,136
PtO2,224
PtPb2,140
PtRh2W,139
PtS,84
PtS,131
Pu(CuSi)2,139
Pu(SiRu)2,139
Pu2HgGe,225
Pu2InNi2,127
Pu2InRh2,127
Pu2SnHg,225
Pu3Ga,221
Pu3Sc,225
PuB2Ru3,191
PuCdRh2,139
PuGa,139
PuGa3,194
PuGe3,221
PuHfPt,216
PuHfSc,216
PuIn,123
PuInHg2,225
PuInPt,216
PuNbPt,216
PuPd3,221
PuPt5,216
PuRu,221
PuRu2,227
PuRu3C,221
PuRuPt,216
PuScIn,216
PuScNb,216
PuScRu,216
PuScTa,216
PuScZn,216
PuTaPt,216
PuWC2,62
PuZn2,227
PuZnPt,216
Rb(CuAs)2,139
Rb(GaAu)2,139
Rb(GaSb)2,139
Rb(InAu)2,139
Rb(InPb)2,139
Rb(PRu)2,139
Rb2CuCl4,64
Rb2GeF6,225
Rb2HgAu,225
Rb2In3,139
Rb2MnCl6,225
Rb2MnF5,123
Rb2MnF6,225
Rb2NiF4,139
Rb2NiF6,225
Rb2P2Pd,63
Rb2PbCl6,225
Rb2Pd,225
Rb2PdBr6,225
Rb2PdCl6,225
Rb2PdF6,225
Rb2PdI6,225
Rb2PtCl6,225
Rb2PtI6,225
Rb2SeCl6,225
Rb2SiF6,225
Rb2SnBr6,225
Rb2SnCl6,225
Rb2SnI6,225
Rb2TeBr6,225
Rb2TeCl6,225
Rb2TiCl6,225
Rb2ZrCl6,225
Rb3Ag,221
Rb3Bi,194
Rb3Bi,225
Rb3BiO3,198
Rb3BiSe3,198
Rb3Ga,225
Rb3Ge4Au,59
Rb3Hf,225
Rb3In,221
Rb3In,225
Rb3Mo,225
Rb3Nb,225
Rb3Re,139
Rb3Re,221
Rb3Ru,225
Rb3Sb2Br9,164
Rb3SbSe3,198
Rb3V,225
Rb3Zn,139
Rb3ZnH5,140
Rb7NbAs4,31
RbAgF3,140
RbAgO,119
RbAgO,139
RbAlF4,123
RbAlO2,227
RbAuO,139
RbBaBi,216
RbBiF4,227
RbClO4,216
RbCuC2,123
RbCuF3,140
RbCuO,139
RbCuO,216
RbGa3,119
RbGeI3,221
RbHfPt,216
RbHfSc,216
RbHgAu,216
RbIn4,139
RbInPt,216
RbInTe2,140
RbMnF3,221
RbNa2Bi,225
RbNa2Sb,225
RbNaHg,216
RbNaIn,216
RbNbPt,216
RbPdF3,221
RbRuPt,216
RbSb,19
RbScIn,216
RbScNb,216
RbScO2,194
RbScRu,216
RbScTa,216
RbScZn,216
RbTaGe,6
RbTaPt,216
RbTl2Bi,225
RbV,221
RbVF3,221
RbYTe2,194
RbZn4As3,123
RbZn4P3,123
RbZnPt,216
Re,194
Re2C,194
Re2N,194
Re2P,62
Re2P5,2
Re2PtRh,225
Re2W,194
Re3As7,229
Re3Ge,139
Re3Ir,139
Re3Mo,139
Re3N,187
Re3Pd,194
Re3Pt,194
Re3Ru,44
Re3Sb,225
Re3Si,194
Re3Sn,139
Re3Sn,194
Re3Tc,194
Re3W,139
Re3W,194
Re5Si3,140
ReAg3,194
ReAsW2,216
ReB2,194
ReC,187
ReC,221
ReC2,123
ReC2,187
ReC2,194
ReMo2As,216
ReN,131
ReN,194
ReN,221
ReN2,12
ReN2,57
ReN2,62
ReN2,127
ReN2,187
ReN2,205
ReO2,14
ReO2,60
ReO2,136
ReO3,182
ReO3,221
ReOsRu,216
RePb3,225
ReRh3,194
ReRu3,194
ReRuPt,216
ReSi,198
ReSi2,139
ReSi2Tc,71
ReSiTc2,71
ReSn3,225
ReSnAs,216
ReSnGe,216
ReTeS,216
Rh2W,71
Rh3W,194
Ru,194
Ru2Pt,139
Ru3W,139
Ru3W,194
RuAu3,139
RuAu3,194
RuC,187
RuC,216
RuC,225
RuN,194
RuN,216
RuN2,58
RuO2,58
RuO2,136
RuO2,205
RuPbW,216
RuPt,123
RuPt,129
RuPt2,139
RuPt2Rh,123
RuPt2Rh,139
RuPt3,139
RuPtAu,216
RuPtPb,216
RuPtRh,216
RuPtW,216
RuPtW2,123
RuRh3,194
RuRh3,221
RuRh5,123
RuS2,205
RuSe2,205
RuW,123
Sb,221
Sb2Au,205
Sb2O3,227
Sb2O5,15
Sb2Os,58
Sb2Pb2O7,227
Sb2Pd,205
Sb2Pd3,123
Sb2Pt,205
Sb2Pt2O7,227
Sb2Pt3,72
Sb2Rh,14
Sb2Ru,58
Sb3Ir,204
Sb3Mo,225
Sb3Rh,204
Sb7Mo3,229
SbAsIr,216
SbAsOs,216
SbAsPd5,227
SbAsRh,216
SbIr,194
SbIrS,29
SbIrS,198
SbIrSe,198
SbO2,33
SbPbAu,216
SbPd,194
SbPd2,36
SbPd3,225
SbPdS,198
SbPdSe,198
SbPt,194
SbPt7,225
SbPtS,198
SbPtSe,198
SbRh2,62
SbRhS,198
SbRhSe,198
SbRu,62
SbRuPt,216
SbTeIr,198
SbTePd,198
Sc,194
Sc(Al2Fe)4,139
Sc(Al2V)2,139
Sc(AlC)3,186
Sc(AlZn)2,139
Sc(BC)2,55
Sc(BeIr)2,139
Sc(BeNi)2,139
Sc(CoB)2,139
Sc(CoSi)2,139
Sc(CrB)2,139
Sc(CuSi)2,139
Sc(Fe2P)2,136
Sc(FeP)2,139
Sc(FeSi)2,57
Sc(GaFe)6,71
Sc(MnAl2)4,139
Sc(MnSi)2,139
Sc(MnSn)6,191
Sc(NbAl2)2,139
Sc(Ni2As)2,136
Sc(P2Rh3)2,174
Sc(PRu)2,139
Sc(SiIr)2,139
Sc(SiNi)2,139
Sc(SiRh)2,139
Sc(SiRu)2,139
Sc(TiGa2)2,139
Sc(VGa2)2,139
Sc11Ir4,225
Sc11Os4,225
Sc2Ag,139
Sc2AgAu,225
Sc2AgHg,225
Sc2AgIr,225
Sc2AgOs,225
Sc2AgPd,71
Sc2AgRu,225
Sc2Al,194
Sc2Al3Ru,194
Sc2AlAg,225
Sc2AlCd,225
Sc2AlCu,225
Sc2AlFe,123
Sc2AlGa,123
Sc2AlHg,71
Sc2AlIr,225
Sc2AlOs,123
Sc2AlOs,225
Sc2AlPt,225
Sc2AlRh,123
Sc2AlRu,123
Sc2AlRu,225
Sc2AlSi2,127
Sc2AlTc,123
Sc2AlTc,225
Sc2AlTl,71
Sc2AlTl,123
Sc2AlZn,123
Sc2AlZn,225
Sc2As,38
Sc2B,123
Sc2BC2,139
Sc2BPd,225
Sc2BPt,225
Sc2Be2Pd,139
Sc2BeAl,123
Sc2BeCd,123
Sc2BeCo,216
Sc2BeGa,119
Sc2BeIn,119
Sc2BeIr,99
Sc2BeOs,119
Sc2BeRh,99
Sc2BeRu,99
Sc2BeRu,225
Sc2BeSb,119
Sc2BeSi,119
Sc2BeTc,225
Sc2BeV,225
Sc2Bi,139
Sc2CdAg,225
Sc2CdGa,71
Sc2CdGa,123
Sc2CdIn,225
Sc2CdS4,227
Sc2CdSe4,227
Sc2CdTc,225
Sc2Co,12
Sc2Co,140
Sc2Co3Si,194
Sc2CoOs,225
Sc2CoPt,225
Sc2CoRh,225
Sc2CoRu,225
Sc2CoSi2,12
Sc2CuAg,71
Sc2CuAu,225
Sc2CuNi,71
Sc2CuOs,225
Sc2CuPt,225
Sc2CuRu,123
Sc2CuRu,225
Sc2CuTc,123
Sc2CuTc,225
Sc2Fe,139
Sc2FeB2Ir5,127
Sc2FeSi2,12
Sc2Ga,139
Sc2GaAg,225
Sc2GaAu,225
Sc2GaB2Rh5,127
Sc2GaC,194
Sc2GaCo,225
Sc2GaCu,225
Sc2GaFe,225
Sc2GaIr,225
Sc2GaOs,225
Sc2GaPd,225
Sc2GaPt,225
Sc2GaRh,225
Sc2GaRu,225
Sc2GaTc,225
Sc2Ge,115
Sc2GePd,71
Sc2In,194
Sc2InAg,225
Sc2InCu,225
Sc2InGa,123
Sc2InIr,225
Sc2InNi2,127
Sc2InP,166
Sc2InPt,71
Sc2InRh,225
Sc2InRu,71
Sc2Ir,227
Sc2IrPd,225
Sc2IrRu,225
Sc2MnAs,216
Sc2MnGe,216
Sc2MnGe,225
Sc2MnRh,225
Sc2MnS4,227
Sc2MnSe4,227
Sc2MnSi,216
Sc2MnSi,225
Sc2MnSn,216
Sc2Ni,227
Sc2Ni12P7,174
Sc2Ni2Sn,127
Sc2NiAg,123
Sc2NiIr,225
Sc2NiOs,225
Sc2NiPt,225
Sc2NiRh,123
Sc2NiRu,123
Sc2NiSn,216
Sc2O3,206
Sc2Os,139
Sc2OsAu,225
Sc2OsPt,225
Sc2OsRh,123
Sc2OsRh,225
Sc2OsRu,123
Sc2OsRu,225
Sc2P7Ru12,174
Sc2Pd,227
Sc2PdAu,225
Sc2PdPt,225
Sc2PdRh,225
Sc2PdRu,123
Sc2PdRu,225
Sc2PtRh,225
Sc2Rh,140
Sc2Ru,12
Sc2RuPt,123
Sc2RuPt,225
Sc2RuRh,123
Sc2RuRh,225
Sc2SO2,194
Sc2Sb,129
Sc2SbP,166
Sc2Si2Pt3,55
Sc2Si2Ru,12
Sc2SiB2Ir5,127
Sc2SiIr,216
Sc2SnPt,216
Sc2SnRu,216
Sc2TaBe,123
Sc2Tc,139
Sc2TcAg,123
Sc2TcAu,225
Sc2TcHg,225
Sc2TcNi,225
Sc2TcPd,123
Sc2TcPd,225
Sc2TcPt,225
Sc2TiGa,71
Sc2TlAg,225
Sc2TlCd,225
Sc2TlIn,139
Sc2TlP,160
Sc2TlPd,71
Sc2VB2Ir5,127
Sc2ZnAg,123
Sc2ZnAg,225
Sc2ZnAu,225
Sc2ZnCd,123
Sc2ZnCu,225
Sc2ZnGa,123
Sc2ZnGa,225
Sc2ZnIn,71
Sc2ZnIn,123
Sc2ZnIn,225
Sc2ZnIr,225
Sc2ZnNi,123
Sc2ZnNi,225
Sc2ZnOs,123
Sc2ZnOs,225
Sc2ZnPd,71
Sc2ZnPt,225
Sc2ZnRh,225
Sc2ZnRu,225
Sc2ZnS4,227
Sc2ZnTc,225
Sc3(Ni10B3)2,225
Sc3Ag,71
Sc3Al,123
Sc3Al,194
Sc3Al,221
Sc3Al2Zn,123
Sc3AlC,221
Sc3AlZn2,123
Sc3As2,62
Sc3B,44
Sc3BPb,221
Sc3BPd,221
Sc3BPt,221
Sc3BeRu2,123
Sc3Bi,194
Sc3Bi2,123
Sc3BiB,221
Sc3Cd,194
Sc3Co2Si3,63
Sc3Fe2Si3,63
Sc3Ga,139
Sc3GaC,221
Sc3Ge,139
Sc3Hg,194
Sc3Hg,221
Sc3In,194
Sc3In,221
Sc3InB,221
Sc3InC,221
Sc3InN,221
Sc3InRh,221
Sc3Nb,139
Sc3P,62
Sc3P,139
Sc3P2,62
Sc3Pb,139
Sc3PbC,221
Sc3Pd,139
Sc3Pt,139
Sc3Rh,139
Sc3Ru,71
Sc3Sb,139
Sc3Sb2,123
Sc3Si,139
Sc3Si3Ni2,63
Sc3Sn,194
Sc3Sn,221
Sc3SnB,221
Sc3SnC,221
Sc3SnPt,221
Sc3Tc,194
Sc3Tl,194
Sc3TlB,221
Sc3TlC,221
Sc3ZnRu2,123
Sc4BeTc,216
Sc4C3,220
Sc4Ge6Ir7,229
Sc4Ge6Os7,229
Sc4Ge6Rh7,229
Sc4Ge6Ru7,229
Sc4Si6Ir7,229
Sc4TaFe19P12,6
Sc5Ge3,193
Sc5Pb3,193
Sc5Si3,193
Sc5Si7Pt9,174
Sc5Sn3,193
Sc6Al16Ir7,225
Sc6Al16Ni7,225
Sc6Al16Os7,225
Sc6Al16Pd7,225
Sc6Al16Rh7,225
Sc6Al16Ru7,225
Sc6FeSb2,189
Sc6Ga16Ru7,225
Sc6Ni16Ge7,225
Sc6NiTe2,189
Sc6Si7Ni16,225
Sc7P3,186
ScAg,221
ScAg2,139
ScAg2P,216
ScAg2Sn,71
ScAg4,87
ScAgAu,99
ScAgC,216
ScAgGe,216
ScAgIr,99
ScAgO2,194
ScAgP,187
ScAgPd2,71
ScAgRu,216
ScAl,63
ScAl,123
ScAl,221
ScAl2,227
ScAl2Ag,225
ScAl2Au,63
ScAl2Cd,123
ScAl2Cu,63
ScAl2Ga,123
ScAl2Hg,123
ScAl2Os,71
ScAl2Os,225
ScAl2Pt,225
ScAl2Ru,225
ScAl2Zn,123
ScAl3,139
ScAl3,221
ScAl5Fe,123
ScAl5Pd,123
ScAl5Ru,123
ScAl7,225
ScAlAg2,225
ScAlAu,216
ScAlAu2,225
ScAlCd,216
ScAlCd2,99
ScAlCo2,225
ScAlCoRh,216
ScAlCoRu,216
ScAlCu2,225
ScAlCu4,216
ScAlGa,187
ScAlGe,63
ScAlHg,216
ScAlIn,216
ScAlIr,99
ScAlIr2,225
ScAlNi2,225
ScAlNiPd,216
ScAlNiPt,216
ScAlNiRh,216
ScAlNiRu,216
ScAlOs2,225
ScAlPd2,225
ScAlPdRh,216
ScAlPdRu,47
ScAlPdRu,216
ScAlPt2,225
ScAlRh2,47
ScAlRh2,123
ScAlRh2,225
ScAlRu,187
ScAlRu2,71
ScAlRu2,225
ScAlRuRh,216
ScAlSi,63
ScAlSi2,2
ScAlZnCu,216
ScAlZnPd,216
ScAs,221
ScAs,225
ScAs2,123
ScAs3,139
ScAsO4,141
ScAsPd,216
ScAsPt,216
ScAu,221
ScAu2,139
ScAu3,194
ScAu4,87
ScAuO2,194
ScB,63
ScB12,139
ScB12,225
ScB2,191
ScB2,227
ScB2C,135
ScB3,12
ScB4Ir3,176
ScB4Os3,63
ScB6,221
ScBIr,99
ScBIr3,221
ScBPd,187
ScBPd2,99
ScBPd3,221
ScBPt2,99
ScBPt3,221
ScBRh3,221
ScBRu,216
ScBe13,226
