formula,kappa_L,kappa_units,temperature_K,method,method_tier,tier_name,weight,struct_a_A,struct_spacegroup,struct_sg_symbol,struct_prototype,struct_site_ordering,struct_species,struct_frac_coords,struct_grade,lattice_convention,source,source_doi,source_url,source_location,struct_source,struct_source_url,struct_source_detail,struct_id,struct_same_paper_as_kappa,stoichiometry,parent_formula,sys,kappa_basis,data_origin
Ti0.85V0.15Fe2Sn1,3.3,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.85V0.15Fe2Sn1,3.1,W/m/K,400.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.85V0.15Fe2Sn1,2.9,W/m/K,500.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.85V0.15Fe2Sn1,2.7,W/m/K,573.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.8V0.2Fe2Sn1,3.6,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.8V0.2Fe2Sn1,3.4,W/m/K,400.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.8V0.2Fe2Sn1,3.2,W/m/K,500.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.8V0.2Fe2Sn1,3.0,W/m/K,573.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.1134/s1063782619060277,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Al1V1Fe1.98Re0.02,17.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.71.208,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.96Re0.04,12.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.71.208,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.92Re0.08,8.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.71.208,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.88Re0.12,5.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.71.208,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1.02Fe1.98,25.9,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.73.846,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1.05Fe1.95,25.4,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.73.846,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.9Ir0.1,3.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.73.846,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1.02Fe1.95Ir0.03,12.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.73.846,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1.02Fe1.88Ir0.1,3.2,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.73.846,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1.05Fe1.92Ir0.03,11.2,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.73.846,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.06Al1V0.94Fe1.97Co0.03,20.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/matertrans.mra2008078,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.1Al1V0.9Fe1.97Co0.03,18.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/matertrans.mra2008078,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.15Al1V0.85Fe1.97Co0.03,15.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/matertrans.mra2008078,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.2Al1V0.8Fe1.97Co0.03,13.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/matertrans.mra2008078,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.1Al1V0.9Fe1.93Co0.07,19.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/matertrans.mra2008078,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.14Al1V0.86Fe1.93Co0.07,17.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/matertrans.mra2008078,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.19Al1V0.81Fe1.93Co0.07,15.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/matertrans.mra2008078,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ta0.03Al0.97V1Fe2,15.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.ja201503,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ta0.05Al0.95V1Fe2,11.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.ja201503,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ta0.08Al0.92V1Fe2,8.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.ja201503,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ta0.12Al0.88V1Fe2,6.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.2320/jinstmet.ja201503,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Ti0.94V0.06Fe2Sn1,4.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.21883/ftp.2019.06.47727.36,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.94V0.06Fe2Sn1,4.0,W/m/K,575.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.21883/ftp.2019.06.47727.36,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.85V0.15Fe2Sn1,3.3,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.21883/ftp.2019.06.47727.36,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.85V0.15Fe2Sn1,2.8,W/m/K,575.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.21883/ftp.2019.06.47727.36,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.8V0.2Fe2Sn1,3.6,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.21883/ftp.2019.06.47727.36,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Ti0.8V0.2Fe2Sn1,3.0,W/m/K,575.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,6.03014,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Fe"", ""Fe"", ""Sn""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,doped_recovery,10.21883/ftp.2019.06.47727.36,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,TiFe2Sn,Fe-Sn-Ti,reported_lattice,experimental
Al0.98V1Fe2Si0.02,21.0,W/m/K,100.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.98V1Fe2Si0.02,17.0,W/m/K,200.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.98V1Fe2Si0.02,14.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.95V1Fe2Si0.05,17.0,W/m/K,100.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.95V1Fe2Si0.05,14.0,W/m/K,200.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.95V1Fe2Si0.05,12.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.9V1Fe2Si0.1,10.0,W/m/K,100.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.9V1Fe2Si0.1,8.5,W/m/K,200.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.9V1Fe2Si0.1,8.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.8V1Fe2Si0.2,7.5,W/m/K,100.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.8V1Fe2Si0.2,6.0,W/m/K,200.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.8V1Fe2Si0.2,5.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.7V1Fe2Si0.3,6.5,W/m/K,100.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
